term,tfidf_sum,tfidf_avg_per_doc,doc_freq,idf,max_doc_tfidf
ieepa,214.71593244289164,0.21133457917607446,4,6.315174483614459,69.46691931975906
dangerous,214.65972946924563,0.2112792612886276,25,4.666515858027077,46.66515858027077
transformative,214.65972946924563,0.2112792612886276,25,4.666515858027077,60.664706154352004
freedoms,214.6597294692456,0.21127926128862756,25,4.666515858027077,27.999095148162464
russian,214.65972946924555,0.2112792612886275,25,4.666515858027077,69.99773787040616
annotated,214.38652154348097,0.21101035584988284,12,5.359663038587023,69.6756195016313
optical,214.35131181610865,0.21097570060640616,37,4.287026236322174,17.148104945288697
latest,214.1938786049181,0.21082074665838396,28,4.557316566062086,27.343899396372517
transmitted,214.0939523933982,0.21072239408799037,34,4.369264334559146,26.215586007354876
whichever,214.0939523933982,0.21072239408799037,34,4.369264334559146,26.215586007354876
putting,213.8790499928004,0.21051087597716575,14,5.216562194946349,125.1974926787124
welfare,213.0525374959457,0.2096973794251434,38,4.261050749918914,12.783152249756741
integrating,212.99049197709212,0.2096363110010749,45,4.095970999559465,12.287912998678394
recorded,212.92367438203473,0.20957054565160899,26,4.628775530044231,41.658979770398076
instrumentality,212.92367438203468,0.20957054565160893,26,4.628775530044231,23.143877650221153
volume,212.71357942203005,0.2093637592736516,35,4.34109345759245,17.3643738303698
want,212.6770774783708,0.20932783216375078,21,4.833569942690244,43.5021294842122
personalized,212.60050567616108,0.20925246621669397,29,4.523415014386405,31.663905100704834
aimed,212.60050567616108,0.20925246621669397,29,4.523415014386405,54.28098017263686
commercialization,212.60050567616102,0.2092524662166939,29,4.523415014386405,45.23415014386405
ordered,212.54903205993992,0.2092018032086023,32,4.428104834582079,13.284314503746238
mutual,212.5490320599399,0.20920180320860227,32,4.428104834582079,17.712419338328317
machines,212.54903205993986,0.20920180320860224,32,4.428104834582079,22.140524172910396
reduced,212.33402629810507,0.20899018336427663,42,4.163412280354997,12.490236841064991
learned,212.33402629810496,0.20899018336427652,42,4.163412280354997,12.490236841064991
theories,211.91334929235666,0.20857613119326443,8,5.727387818712341,154.6394711052332
israel,211.91334929235663,0.2085761311932644,8,5.727387818712341,63.001266005835745
believes,211.78664709673126,0.20845142430780636,39,4.235732941934623,16.942931767738493
relationships,211.78664709673123,0.20845142430780633,39,4.235732941934623,12.70719882580387
wagers,211.60600332879395,0.2082736253236161,2,6.82600010738045,109.2160017180872
tokenization,211.60600332879395,0.2082736253236161,2,6.82600010738045,204.7800032214135
surge,211.43810680240063,0.20810837283700848,17,5.034240638152395,75.51360957228593
subpoena,211.43810680240063,0.20810837283700848,17,5.034240638152395,100.68481276304792
emphasis,211.37102968681236,0.20804235205394916,36,4.313694483404335,17.25477793361734
dated,211.25076275017432,0.20792397908481725,27,4.592407885873357,18.369631543493426
subdivisions,211.25076275017426,0.2079239790848172,27,4.592407885873357,27.55444731524014
religious,211.05938400348043,0.20773561417665395,30,4.490625191563414,40.41562672407072
fines,210.0152506835072,0.20670792390108975,10,5.526717123250189,149.22136232775512
advocates,209.99321361121858,0.20668623386930962,25,4.666515858027077,27.999095148162464
degrees,209.99321361121855,0.2066862338693096,25,4.666515858027077,60.664706154352004
convicted,209.84386820798082,0.20653924036218585,20,4.8800899583251365,48.800899583251365
prioritization,209.56719518269514,0.20626692439241648,31,4.458876493248834,26.753258959493003
raise,209.56719518269514,0.20626692439241648,31,4.458876493248834,22.29438246624417
implements,209.56719518269512,0.20626692439241645,31,4.458876493248834,31.212135452741837
seven,209.5671951826951,0.20626692439241642,31,4.458876493248834,22.29438246624417
acceptance,209.5671951826951,0.20626692439241642,31,4.458876493248834,40.12988843923951
practitioners,209.16728350904904,0.2058733105404026,18,4.98017341688212,44.821560751939074
expedited,208.84857689082693,0.20555962292404226,23,4.746558565700614,42.71902709130552
collects,208.84857689082693,0.20555962292404226,23,4.746558565700614,37.97246852560491
vacancy,208.84857689082693,0.20555962292404226,23,4.746558565700614,28.479351394203682
assesses,208.79148674602686,0.2055034318366406,38,4.261050749918914,12.783152249756741
ensures,208.79148674602672,0.20550343183664047,38,4.261050749918914,8.522101499837827
privacy-enhancing,208.66248779785403,0.20537646436796655,14,5.216562194946349,104.33124389892699
simplified,208.66248779785403,0.20537646436796655,14,5.216562194946349,36.51593536462445
carrier,208.662487797854,0.20537646436796653,14,5.216562194946349,52.16562194946349
furtherance,208.3724859644376,0.2050910294925567,35,4.34109345759245,26.0465607455547
match,208.2948988519905,0.2050146642244001,26,4.628775530044231,60.174081890575
called,208.1209272253579,0.2048434323084231,32,4.428104834582079,35.424838676656634
overseeing,208.1209272253578,0.20484343230842303,32,4.428104834582079,13.284314503746238
lessons,208.12092722535778,0.204843432308423,32,4.428104834582079,13.284314503746238
sell,208.12092722535778,0.204843432308423,32,4.428104834582079,17.712419338328317
aims,208.07709066177475,0.20480028608442397,29,4.523415014386405,40.71073512947764
situation,208.0770906617746,0.20480028608442383,29,4.523415014386405,31.663905100704834
postdoctoral,208.01501021301704,0.2047391832805286,9,5.622027303054514,129.30662797025383
improper,207.84350753568054,0.20457038143275644,21,4.833569942690244,38.66855954152195
ai-based,207.84350753568054,0.20457038143275644,21,4.833569942690244,53.16926936959268
warfare,207.84350753568052,0.2045703814327564,21,4.833569942690244,43.5021294842122
resulted,207.55091415479666,0.20428239582165025,39,4.235732941934623,12.70719882580387
implicit,207.55091415479663,0.20428239582165023,39,4.235732941934623,38.12159647741161
stages,207.55091415479663,0.20428239582165023,39,4.235732941934623,21.178664709673114
detailing,207.05733520340803,0.20379658976713388,36,4.313694483404335,17.25477793361734
policymakers,207.05240913193575,0.2037917412715903,24,4.70573657118036,42.35162914062324
attributes,207.05240913193572,0.20379174127159028,24,4.70573657118036,23.5286828559018
successfully,207.02113810651497,0.20376096270326277,43,4.140422762130299,12.421268286390898
interventions,207.01296514477198,0.2037529184495787,19,4.928880122494569,78.8620819599131
non-profit,207.01296514477193,0.20375291844957866,19,4.928880122494569,103.50648257238595
backgrounds,207.01296514477193,0.20375291844957866,19,4.928880122494569,24.644400612472843
places,206.71783795732264,0.20346243893437269,33,4.398251871432398,17.593007485729593
altering,206.71783795732262,0.20346243893437266,33,4.398251871432398,21.991259357161994
reconnaissance,206.70881835790127,0.20345356137588708,11,5.43970574626056,70.71617470138727
certifications,206.56875881191715,0.20331570749204445,30,4.490625191563414,26.943751149380482
depending,206.5687588119171,0.2033157074920444,30,4.490625191563414,22.45312595781707
appropriateness,206.568758811917,0.2033157074920443,30,4.490625191563414,17.962500766253655
proceed,205.9320817451347,0.2026890568357625,22,4.78911818011941,28.734709080716463
soil,205.93208174513467,0.20268905683576247,22,4.78911818011941,47.8911818011941
validate,205.77725934346427,0.20253667258214986,37,4.287026236322174,21.43513118161087
enact,205.67239699483474,0.20243346160908932,48,4.032792097937934,12.098376293813802
posted,205.35542372427992,0.2021214800435826,34,4.369264334559146,13.107793003677438
focusing,205.35542372427992,0.2021214800435826,34,4.369264334559146,26.215586007354876
xiii,205.35542372427992,0.2021214800435826,34,4.369264334559146,26.215586007354876
websites,205.07924547279396,0.20184965105589955,28,4.557316566062086,31.901215962434605
disruption,205.0792454727939,0.2018496510558995,28,4.557316566062086,18.229266264248345
culture,205.0792454727939,0.2018496510558995,28,4.557316566062086,27.343899396372517
digitally,204.96377824965566,0.20173600221422802,20,4.8800899583251365,43.92080962492623
gross,204.5304359961079,0.20130948424813772,38,4.261050749918914,17.044202999675655
substances,204.18711009216685,0.20097156505134534,18,4.98017341688212,59.76208100258543
opinions,204.10201832512635,0.20088781331213224,23,4.746558565700614,23.73279282850307
oral,204.10201832512632,0.2008878133121322,23,4.746558565700614,61.705261354107975
severability,204.00720173739506,0.2007944898990109,42,4.163412280354997,8.326824560709994
quarterly,203.69282239077575,0.20048506140824385,32,4.428104834582079,17.712419338328317
moving,203.69282239077575,0.20048506140824385,32,4.428104834582079,17.712419338328317
claimed,203.66719546630696,0.20045983805738873,12,5.359663038587023,112.55292381032748
licensee,203.66719546630685,0.20045983805738862,12,5.359663038587023,32.15797823152214
understandable,203.66612332194626,0.2004587827971912,26,4.628775530044231,32.40142871030962
offensive,203.66612332194626,0.2004587827971912,26,4.628775530044231,23.143877650221153
expressed,203.66612332194626,0.2004587827971912,26,4.628775530044231,64.80285742061923
bear,203.66612332194623,0.20045878279719118,26,4.628775530044231,46.287755300442306
specifying,203.55367564738822,0.20034810595215377,29,4.523415014386405,22.617075071932025
instructional,203.4459256029077,0.2002420527587674,14,5.216562194946349,52.16562194946349
creators,203.44592560290764,0.20024205275876736,14,5.216562194946349,78.24843292419524
offenses,203.44592560290764,0.20024205275876736,14,5.216562194946349,57.38218414440984
agi,203.2758763977704,0.2000746814938685,6,5.9787022469932465,77.7231292109122
words,202.7436407200037,0.1995508274803186,36,4.313694483404335,12.941083450213005
perceived,202.7436407200037,0.1995508274803186,36,4.313694483404335,12.941083450213005
llama,202.68785908278875,0.19949592429408342,3,6.538318034928669,189.61122301293142
isotope,202.68785908278875,0.19949592429408342,3,6.538318034928669,189.61122301293142
hl7,202.48102603368122,0.19929234845834765,1,7.2314652154886145,202.48102603368122
rs1,202.48102603368122,0.19929234845834765,1,7.2314652154886145,202.48102603368122
withdrawal,202.3929829099625,0.1992056918405143,9,5.622027303054514,61.84230033359965
mayor,202.3929829099625,0.1992056918405143,9,5.622027303054514,123.6846006671993
heading,202.34667256075542,0.1991601107881451,24,4.70573657118036,28.23441942708216
competencies,202.34667256075542,0.1991601107881451,24,4.70573657118036,18.82294628472144
achievements,202.3466725607554,0.19916011078814508,24,4.70573657118036,37.64589256944288
human-defined,202.31958608589022,0.1991334508719392,33,4.398251871432398,43.98251871432399
influencing,202.12993580852424,0.1989467872131144,40,4.211040329344252,12.633120988032756
robocalls,202.08558347566273,0.19890313334218773,4,6.315174483614459,157.8793620903615
vital,202.07813362035367,0.19889580080743471,30,4.490625191563414,22.45312595781707
prec,202.07813362035358,0.19889580080743463,30,4.490625191563414,62.86875268188779
portal,202.0659469784276,0.19888380608112954,27,4.592407885873357,18.369631543493426
upgrades,201.36962552609583,0.19819845032096045,17,5.034240638152395,55.37664701967635
enjoyment,201.2691126116407,0.19809952028704794,11,5.43970574626056,59.83676320886616
accompanying,201.1429635650152,0.1979753578395819,22,4.78911818011941,38.31294544095528
lease,201.1429635650152,0.1979753578395819,22,4.78911818011941,52.68029998131351
substantive,200.98615938972077,0.19782102302137872,34,4.369264334559146,13.107793003677438
voters,200.85109252446543,0.19768808319337147,13,5.285555066433301,36.998885465033105
show,200.64944219619755,0.19748960846082436,31,4.458876493248834,22.29438246624417
demands,200.64944219619744,0.19748960846082425,31,4.458876493248834,31.212135452741837
discriminate,200.52192890673192,0.1973641032546574,28,4.557316566062086,31.901215962434605
accepting,200.52192890673192,0.1973641032546574,28,4.557316566062086,22.78658283031043
transport,200.52192890673186,0.19736410325465734,28,4.557316566062086,36.45853252849669
photographs,200.5219289067318,0.19736410325465728,28,4.557316566062086,22.78658283031043
europe,200.45857365493194,0.1973017457233582,8,5.727387818712341,137.45730764909618
fallback,200.45857365493194,0.1973017457233582,8,5.727387818712341,148.91208328652087
reuse,200.0836882913306,0.19693276406627028,20,4.8800899583251365,63.441169458226774
filtering,200.0836882913306,0.19693276406627028,20,4.8800899583251365,58.56107949990164
answers,200.08368829133056,0.19693276406627025,20,4.8800899583251365,39.04071966660109
library,200.08368829133056,0.19693276406627025,20,4.8800899583251365,24.400449791625682
template,200.08368829133053,0.19693276406627022,20,4.8800899583251365,48.800899583251365
accreditation,200.08368829133053,0.19693276406627022,20,4.8800899583251365,48.800899583251365
relate,199.6902990492527,0.19654556993036684,35,4.34109345759245,17.3643738303698
option,199.6902990492527,0.19654556993036684,35,4.34109345759245,13.02328037277735
avoiding,199.6902990492527,0.19654556993036684,35,4.34109345759245,21.70546728796225
properties,199.3554597594257,0.19621600370022216,23,4.746558565700614,56.958702788407365
unnecessary,199.26471755619366,0.19612669050806464,32,4.428104834582079,17.712419338328317
northern,199.2069366752848,0.1960698195622882,18,4.98017341688212,54.781907585703316
robot,199.20693667528477,0.19606981956228817,18,4.98017341688212,44.821560751939074
length,199.07944827092743,0.195944338849338,39,4.235732941934623,8.471465883869246
presence,199.0794482709274,0.19594433884933798,39,4.235732941934623,16.942931767738493
abilities,199.0794482709274,0.19594433884933798,39,4.235732941934623,21.178664709673114
exemptions,199.03734779190202,0.1959029013699823,26,4.628775530044231,27.772653180265387
uphold,199.03734779190202,0.1959029013699823,26,4.628775530044231,37.03020424035385
ideas,199.03734779190202,0.1959029013699823,26,4.628775530044231,32.40142871030962
cable,199.03734779190202,0.1959029013699823,26,4.628775530044231,18.515102120176923
matching,199.037347791902,0.19590290136998229,26,4.628775530044231,32.40142871030962
modern,199.03026063300186,0.19589592581988372,29,4.523415014386405,22.617075071932025
elected,199.03026063300183,0.1958959258198837,29,4.523415014386405,22.617075071932025
references,199.03026063300183,0.1958959258198837,29,4.523415014386405,40.71073512947764
airspace,198.96181643700683,0.19582855948524294,10,5.526717123250189,105.0076253417536
precipitation,198.7358090485366,0.19560611126824468,7,5.845170854368724,99.3679045242683
thus,198.42994623659936,0.1953050651935033,36,4.313694483404335,17.25477793361734
discussions,198.42994623659936,0.1953050651935033,36,4.313694483404335,17.25477793361734
government-wide,198.30753242771985,0.1951845791611416,12,5.359663038587023,32.15797823152214
refuse,198.22936340796136,0.19510764114956827,14,5.216562194946349,41.732497559570795
fined,198.17636765030005,0.19505547997076778,21,4.833569942690244,29.001419656141465
curricula,198.17636765030005,0.19505547997076778,21,4.833569942690244,33.834989598831704
attract,198.17636765030002,0.19505547997076775,21,4.833569942690244,33.834989598831704
ear,197.95400311403304,0.1948366172382215,2,6.82600010738045,191.1280030066526
marketers,197.95400311403304,0.1948366172382215,2,6.82600010738045,191.1280030066526
manipulate,197.9213342144579,0.19480446280950578,33,4.398251871432398,17.593007485729593
opening,197.64093598957498,0.1945284803046998,24,4.70573657118036,32.94015599826252
high-level,197.5875084287903,0.1944758941228251,30,4.490625191563414,31.434376340943896
page,197.4735390925543,0.19436371957928572,27,4.592407885873357,41.33167097286021
destruction,197.47353909255423,0.19436371957928567,27,4.592407885873357,18.369631543493426
tennessee,197.29717415077712,0.19419013203816646,6,5.9787022469932465,83.70183145790546
conforming,197.20320687082,0.1940976445578937,37,4.287026236322174,17.148104945288697
adversely,197.20320687081997,0.19409764455789366,37,4.287026236322174,17.148104945288697
descriptions,197.20320687081994,0.19409764455789363,37,4.287026236322174,12.861078708966524
broadcasting,197.1552048997828,0.19405039852340827,19,4.928880122494569,44.35992110245112
noted,197.15520489978277,0.19405039852340825,19,4.928880122494569,19.715520489978275
long-range,196.77095560690802,0.1936722004005,9,5.622027303054514,78.7083822427632
streamline,196.61689505516162,0.19352056599917483,34,4.369264334559146,17.477057338236584
misinformation,196.35384538489586,0.19326165884340143,22,4.78911818011941,33.52382726083587
situational,196.33538488794346,0.19324348906293648,17,5.034240638152395,65.44512829598114
agenda,196.33538488794343,0.19324348906293645,17,5.034240638152395,35.239684467066766
mandate,196.33538488794343,0.19324348906293645,17,5.034240638152395,90.61633148674312
meta,196.25129365825615,0.19316072210458282,5,6.1328529268205045,159.45417609733312
recently,196.1905657029487,0.19310095049502826,31,4.458876493248834,22.29438246624417
removing,196.19056570294865,0.1931009504950282,31,4.458876493248834,26.753258959493003
healthy,196.19056570294865,0.1931009504950282,31,4.458876493248834,22.29438246624417
expectation,196.19056570294862,0.19310095049502818,31,4.458876493248834,13.376629479746502
unhealthy,196.14954104786008,0.1930605718975001,3,6.538318034928669,78.45981641914403
conception,196.14954104786005,0.19306057189750006,3,6.538318034928669,183.07290497800273
offence,196.14954104786005,0.19306057189750006,3,6.538318034928669,98.07477052393004
fincen,196.14954104786005,0.19306057189750006,3,6.538318034928669,137.30467873350204
tokens,196.14954104786005,0.19306057189750006,3,6.538318034928669,183.07290497800273
gain,196.00833449627015,0.19292158907113205,38,4.261050749918914,12.783152249756741
logic,195.99366603713733,0.19290715161135563,25,4.666515858027077,23.332579290135385
dialogue,195.99366603713727,0.19290715161135558,25,4.666515858027077,32.66561100618954
letters,195.9646123406698,0.19287855545341515,28,4.557316566062086,13.671949698186259
charged,195.96461234066976,0.19287855545341512,28,4.557316566062086,27.343899396372517
photo,195.77040899204826,0.19268741042524434,4,6.315174483614459,176.82488554120488
allocations,195.77040899204823,0.19268741042524432,4,6.315174483614459,101.04279173783135
directing,195.34920559166025,0.1922728401492719,35,4.34109345759245,26.0465607455547
lad,195.2495608181926,0.19217476458483523,1,7.2314652154886145,195.2495608181926
asl-3,195.2495608181926,0.19217476458483523,1,7.2314652154886145,195.2495608181926
screen,195.20359833300546,0.19212952591831245,20,4.8800899583251365,39.04071966660109
entrepreneurship,195.20359833300543,0.19212952591831242,20,4.8800899583251365,53.6809895415765
respecting,195.2035983330054,0.1921295259183124,20,4.8800899583251365,68.32125941655191
deposit,195.2035983330054,0.1921295259183124,20,4.8800899583251365,29.28053974995082
encryption,194.83661272161163,0.19176831960788546,32,4.428104834582079,26.568629007492476
ending,194.83661272161157,0.1917683196078854,32,4.428104834582079,17.712419338328317
xii,194.83661272161157,0.1917683196078854,32,4.428104834582079,22.140524172910396
explicitly,194.83661272161152,0.19176831960788535,32,4.428104834582079,13.284314503746238
undertaking,194.60890119372513,0.19154419408831214,23,4.746558565700614,28.479351394203682
exhibit,194.6089011937251,0.1915441940883121,23,4.746558565700614,52.212144222706755
emerge,194.6089011937251,0.1915441940883121,23,4.746558565700614,47.46558565700614
humanity,194.6089011937251,0.1915441940883121,23,4.746558565700614,18.986234262802455
falsely,194.6089011937251,0.1915441940883121,23,4.746558565700614,23.73279282850307
discloses,194.6089011937251,0.1915441940883121,23,4.746558565700614,37.97246852560491
adjusted,194.60890119372507,0.19154419408831208,23,4.746558565700614,28.479351394203682
proliferation,194.50684561861547,0.19144374568761366,29,4.523415014386405,13.570245043159215
mail,194.50684561861544,0.19144374568761363,29,4.523415014386405,13.570245043159215
requesting,194.40857226185778,0.19134701994277342,26,4.628775530044231,27.772653180265387
libraries,194.2267632584026,0.19116807407323091,18,4.98017341688212,44.821560751939074
computation,193.52308234302544,0.19047547474707227,33,4.398251871432398,17.593007485729593
channels,193.5230823430254,0.19047547474707224,33,4.398251871432398,13.194755614297195
passenger,193.43509931375664,0.1903888772773195,10,5.526717123250189,88.42747397200303
engines,193.3427977076098,0.19029802923977343,21,4.833569942690244,33.834989598831704
incorporates,193.09688323722685,0.1900559874382154,30,4.490625191563414,26.943751149380482
transformational,193.01280121301494,0.18997322954036902,14,5.216562194946349,62.5987463393562
authorizing,192.9351994183947,0.18989684982125463,24,4.70573657118036,37.64589256944288
terrorist,192.9351994183947,0.18989684982125463,24,4.70573657118036,51.76310228298396
newspaper,192.93519941839466,0.1898968498212546,24,4.70573657118036,37.64589256944288
passengers,192.89063819416782,0.18985299034859038,7,5.845170854368724,146.12927135921808
grow,192.881131206681,0.18984363307744193,27,4.592407885873357,27.55444731524014
neural,192.88113120668095,0.18984363307744187,27,4.592407885873357,18.369631543493426
fixed,192.88113120668092,0.18984363307744184,27,4.592407885873357,13.77722365762007
cease,192.24763072060247,0.18922010897697095,34,4.369264334559146,17.477057338236584
periods,192.24763072060247,0.18922010897697095,34,4.369264334559146,13.107793003677438
middle,192.22632477728823,0.18919913856032305,19,4.928880122494569,29.573280734967412
producer,192.22632477728823,0.18919913856032305,19,4.928880122494569,29.573280734967412
obligated,192.2263247772882,0.18919913856032303,19,4.928880122494569,73.93320183741852
fill,191.7472837463512,0.18872764148262913,38,4.261050749918914,12.783152249756741
independence,191.7316892096999,0.1887122925292322,31,4.458876493248834,17.835505972995335
conclusions,191.73168920969988,0.18871229252923216,31,4.458876493248834,17.835505972995335
knowing,191.5647272047764,0.18854795984722086,22,4.78911818011941,23.94559090059705
interpretability,191.5647272047764,0.18854795984722086,22,4.78911818011941,38.31294544095528
introductory,191.56472720477635,0.1885479598472208,22,4.78911818011941,52.68029998131351
navigation,191.40729577460772,0.18839300765217296,28,4.557316566062086,50.13048222668295
spoken,191.4072957746077,0.18839300765217293,28,4.557316566062086,27.343899396372517
unified,191.40729577460766,0.1883930076521729,28,4.557316566062086,27.343899396372517
emergent,191.40729577460766,0.1883930076521729,28,4.557316566062086,18.229266264248345
although,191.40729577460763,0.18839300765217287,28,4.557316566062086,13.671949698186259
theoretical,191.32715017911028,0.18831412419203766,25,4.666515858027077,37.33212686421662
editing,191.32715017911022,0.1883141241920376,25,4.666515858027077,69.99773787040616
distributor,191.31847190378392,0.1883055825824645,6,5.9787022469932465,59.78702246993247
submarines,191.3184719037839,0.18830558258246446,6,5.9787022469932465,107.61664044587843
resolve,190.40850788702951,0.18740994870770622,32,4.428104834582079,17.712419338328317
flexible,190.40850788702951,0.18740994870770622,32,4.428104834582079,13.284314503746238
nudity,190.3897011191196,0.18739143810936967,11,5.43970574626056,38.07794022382392
exclusions,190.3235083746803,0.18732628777035462,20,4.8800899583251365,73.20134937487705
fabrication,190.32350837468027,0.1873262877703546,20,4.8800899583251365,29.28053974995082
artificially,190.27998239159885,0.18728344723582563,13,5.285555066433301,79.28332599649951
authorship,190.11844073143564,0.1871244495388146,5,6.1328529268205045,147.1884702436921
savings,189.8025572697907,0.18681354061987274,36,4.313694483404335,12.941083450213005
grade,189.77979673181355,0.1867911385155645,26,4.628775530044231,23.143877650221153
actioned,189.61122301293142,0.18662521950091676,3,6.538318034928669,98.07477052393004
americas,189.61122301293142,0.18662521950091676,3,6.538318034928669,78.45981641914403
inventors,189.6112230129314,0.18662521950091673,3,6.538318034928669,176.53458694307406
a003,189.6112230129314,0.18662521950091673,3,6.538318034928669,176.53458694307406
entering,189.49681482049147,0.18651261301229474,40,4.211040329344252,16.844161317377008
ccl,189.4552345084338,0.18647168750830098,4,6.315174483614459,113.67314070506026
alert,189.24658984152052,0.18626632858417375,18,4.98017341688212,34.86121391817484
possess,189.12483047159304,0.18614648668463882,33,4.398251871432398,35.18601497145919
accelerated,188.60625804566345,0.18563608075360577,30,4.490625191563414,13.471875574690241
administering,188.60625804566342,0.18563608075360574,30,4.490625191563414,22.45312595781707
maturity,188.38176492371667,0.18541512295641405,16,5.091399051992344,35.63979336394641
duly,188.38176492371667,0.18541512295641405,16,5.091399051992344,66.18818767590047
helps,188.28872332080763,0.18532354657559807,27,4.592407885873357,18.369631543493426
documenting,188.28872332080755,0.185323546575598,27,4.592407885873357,32.146855201113496
bases,188.22946284721428,0.18526521933780932,24,4.70573657118036,56.46883885416432
pool,188.22946284721428,0.18526521933780932,24,4.70573657118036,28.23441942708216
benchtop,188.01809560270397,0.1850571807113228,1,7.2314652154886145,188.01809560270397
wyoming,188.01809560270397,0.1850571807113228,1,7.2314652154886145,188.01809560270397
a005,188.01809560270397,0.1850571807113228,1,7.2314652154886145,188.01809560270397
californians,187.90838219050642,0.18494919506939608,10,5.526717123250189,60.79388835575208
contest,187.79623901806863,0.1848388179311699,14,5.216562194946349,31.2993731696781
regulator,187.79623901806858,0.18483881793116985,14,5.216562194946349,52.16562194946349
authorizations,187.58820635054582,0.18463406136864746,12,5.359663038587023,101.83359773315343
voter,187.58820635054576,0.1846340613686474,12,5.359663038587023,64.31595646304427
impair,187.4862329964322,0.18453369389412616,38,4.261050749918914,21.30525374959457
technologists,187.2974446547937,0.1843478785972379,19,4.928880122494569,64.0754415924294
terminology,187.2974446547937,0.1843478785972379,19,4.928880122494569,34.50216085746198
police,187.29744465479365,0.18434787859723784,19,4.928880122494569,44.35992110245112
maryland,187.04546733979916,0.1840998694289362,7,5.845170854368724,81.83239196116213
unreasonable,186.84997920854565,0.18390745985093077,28,4.557316566062086,36.45853252849669
nationality,186.8499792085456,0.1839074598509307,28,4.557316566062086,22.78658283031043
permits,186.77560902465692,0.18383426085104027,22,4.78911818011941,71.83677270179115
infer,186.66701867647535,0.18372738058708205,35,4.34109345759245,13.02328037277735
directives,186.66063432108314,0.1837210967727196,25,4.666515858027077,27.999095148162464
authentic,186.66063432108314,0.1837210967727196,25,4.666515858027077,18.66606343210831
session,186.37224944512351,0.1834372533908696,39,4.235732941934623,8.471465883869246
conversion,186.26690361163867,0.18333356654688845,17,5.034240638152395,30.205443828914373
contingent,186.26690361163867,0.18333356654688845,17,5.034240638152395,40.27392510521916
formats,185.9804030524475,0.1830515778075271,32,4.428104834582079,22.140524172910396
sought,185.98040305244746,0.18305157780752704,32,4.428104834582079,17.712419338328317
ordinary,185.98040305244746,0.18305157780752704,32,4.428104834582079,13.284314503746238
intend,185.98040305244746,0.18305157780752704,32,4.428104834582079,22.140524172910396
fail,185.98040305244743,0.18305157780752698,32,4.428104834582079,26.568629007492476
prohibiting,185.98040305244737,0.18305157780752693,32,4.428104834582079,13.284314503746238
summarizing,185.98040305244737,0.18305157780752693,32,4.428104834582079,17.712419338328317
extended,185.48886278638636,0.18256777833305746,36,4.313694483404335,25.88216690042601
mortgage,185.47285225711607,0.18255201993810638,15,5.152023673808778,41.21618939047023
urgent,185.46001558984273,0.18253938542307355,29,4.523415014386405,22.617075071932025
revision,185.46001558984264,0.18253938542307346,29,4.523415014386405,18.09366005754562
fuels,185.44341841635514,0.1825230496223968,20,4.8800899583251365,73.20134937487705
repayment,185.33976965679065,0.18242103312676244,6,5.9787022469932465,59.78702246993247
smoke,185.33976965679062,0.18242103312676242,6,5.9787022469932465,125.55274718685817
mutually,185.15102120176934,0.18223525708835564,26,4.628775530044231,18.515102120176923
very,185.1510212017693,0.1822352570883556,26,4.628775530044231,18.515102120176923
harness,185.1510212017693,0.1822352570883556,26,4.628775530044231,23.143877650221153
possesses,185.1510212017693,0.1822352570883556,26,4.628775530044231,27.772653180265387
inferences,185.11578406232388,0.182200574864492,23,4.746558565700614,42.71902709130552
human-machine,184.99442732516553,0.1820811292570527,13,5.285555066433301,84.56888106293282
refusal,184.9944273251655,0.18208112925705267,13,5.285555066433301,52.85555066433301
thereby,184.72657860016068,0.1818174986222054,33,4.398251871432398,13.194755614297195
filled,184.34212816185345,0.1814391025215093,37,4.287026236322174,12.861078708966524
efficiently,184.34212816185345,0.1814391025215093,37,4.287026236322174,12.861078708966524
demonstrates,184.3421281618534,0.18143910252150924,37,4.287026236322174,12.861078708966524
aisi,184.30200289927217,0.18139960915282693,2,6.82600010738045,156.99800246975036
pupils,184.30200289927217,0.18139960915282693,2,6.82600010738045,109.2160017180872
authorisation,184.30200289927214,0.1813996091528269,2,6.82600010738045,177.4760027918917
suas,184.30200289927214,0.1813996091528269,2,6.82600010738045,163.82400257713078
pubic,184.26641642463838,0.18136458309511652,18,4.98017341688212,34.86121391817484
enough,184.11563285410003,0.1812161740689961,30,4.490625191563414,13.471875574690241
none,183.69631543493426,0.1808034600737542,27,4.592407885873357,27.55444731524014
violence,183.69631543493426,0.1808034600737542,27,4.592407885873357,18.369631543493426
constraints,183.6963154349342,0.18080346007375414,27,4.592407885873357,18.369631543493426
choice,183.6756578222293,0.18078312777778477,21,4.833569942690244,24.16784971345122
prove,183.52372627603398,0.18063358885436415,24,4.70573657118036,23.5286828559018
verifying,183.52372627603393,0.1806335888543641,24,4.70573657118036,28.23441942708216
accounting,183.50910205148418,0.18061919493256318,34,4.369264334559146,17.477057338236584
observation,183.29036587172436,0.18040390341705154,16,5.091399051992344,40.73119241593875
academy,183.29036587172436,0.18040390341705154,16,5.091399051992344,40.73119241593875
deem,183.29036587172436,0.18040390341705154,16,5.091399051992344,71.27958672789282
rental,183.29036587172433,0.1804039034170515,16,5.091399051992344,61.096788623908125
clerical,183.19014033562004,0.1803052562358465,42,4.163412280354997,8.326824560709994
brain-inspired,183.14006002481932,0.1802559645913576,4,6.315174483614459,113.67314070506026
internet-connected,183.07290497800273,0.18018986710433338,3,6.538318034928669,163.45795087321673
