AGORA ID,Official name,Casual name,Link to document,Authority,Collections,Most recent activity,Most recent activity date,Proposed date,Annotated?,Validated?,Primarily applies to the government,Primarily applies to the private sector,Short summary,Long summary,Tags,Summaries and tags may include unreviewed machine output,Official plaintext retrieved,Official plaintext source,Official plaintext unavailable/infeasible,Official pdf source,Official pdf retrieved,Number of segments created,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
398,A bill to waive immunity under section 230 of the Communications Act of 1934 for claims and charges related to generative artificial intelligence.,General AI Communications Act Immunity,https://www.congress.gov/bill/118th-congress/senate-bill/1993,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-06-14,true,false,false,true,Removes Section 230 protection (federal liability protection) for providers of interactive computer services if the conduct giving rise to liability involves generative artificial intelligence. ,Amends Section 230 of the Communications Act of 1934 (which prevents providers of an interactive computer service from being held legally liable for third-party content) to remove this protection for claims involving the use or provision of generative artificial intelligence.,,false,2024-05-16,https://www.congress.gov/bill/118th-congress/senate-bill/1993/text,false,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,United States-Israel Health Technologies Cooperation Act,US-Israel Health Technologies Act,https://www.congress.gov/bill/118th-congress/house-bill/4076,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-06-13,true,false,true,false,"Authorizes $4,000,000 annually (2024-2026) for a bilateral health tech program with Israel emphasizing AI, drugs, vaccinations, and telemedicine. Requires matching Israeli contributions.","Authorizes $4,000,000 annually for fiscal years 2024 through 2026 to fund a bilateral cooperative program with Israel for developing health technologies. Emphasizes advancing technology, personalized medicine, and data usage in relation to emerging infectious diseases.

Includes artificial intelligence, drugs, vaccinations, respiratory assist devices, diagnostic tests, and telemedicine as eligible health technologies. Requires matching contributions from the Government of Israel to access funding. Allows funding for existing bilateral programs or the establishment of new programs in consultation with the Secretary of State under the 2008 Science and Technology Cooperation Agreement.","Strategies: Government support;Applications: Medicine, life sciences and public health;Strategies: Government support: For R&D;Strategies: Government support;Applications: Medicine, life sciences and public health;Strategies: Government support: For R&D;Strategies: New institution",false,2024-05-27,https://www.congress.gov/bill/118th-congress/house-bill/4076/text,false,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
604,"Protecting the Information of our Vulnerable Adolescents, Children, and Youth Act",Kids PRIVACY Act,https://www.congress.gov/bill/118th-congress/house-bill/2801,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-04-24,true,false,false,true,"Defines ""process"" as an operation, potentially automated, performed on ""covered information"" including collecting, disclosing, inferring, etc. Mandates ""verifiable consent"" before processing of data, data minimization, data access transparency, security measures, and limits to harmful practices. ","Defines ""process"" as an operation, potentially automated, performed on ""covered information"" including collecting, disclosing, inferring, etc.

Mandates obtaining ""verifiable consent"" from teenagers or parents before processing their data.

Requires operators to minimize data collection and retain data only as necessary.

Obligates transparency and the provision of a clear privacy policy detailing data practices.

Prohibits targeted advertising and harmful data processing practices.

Establishes rights for teenagers and parents to access, correct, and delete data.

Imposes strict security measures for processing children's and teenagers' data.","Risk factors: Privacy;Harms: Financial loss;Harms: Harm to health/safety;Harms: Violation of civil or human rights, including privacy;Harms: Discrimination;Risk factors: Privacy;Risk factors: Security;Strategies: Evaluation;Strategies: Disclosure;Strategies: Evaluation;Risk factors: Privacy;Harms: Harm to health/safety;Strategies: Convening;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Conformity assessment;Strategies: Evaluation: Post-market monitoring;Strategies: Disclosure: About evaluation;Strategies: Disclosure: About inputs;Strategies: Evaluation;Strategies: Evaluation: Adversarial testing;Risk factors: Privacy;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Performance requirements;Risk factors: Privacy;Strategies: Disclosure;Strategies: Disclosure: In standard form;Strategies: Disclosure: About evaluation;Strategies: Disclosure: About inputs;Strategies: Evaluation;Risk factors: Transparency;Risk factors: Privacy;Strategies: Disclosure;Strategies: Disclosure: About inputs;Risk factors: Transparency;Risk factors: Privacy;Risk factors: Transparency;Risk factors: Privacy;Risk factors: Privacy;Risk factors: Safety;Risk factors: Privacy;Risk factors: Privacy;Risk factors: Security;Strategies: Disclosure;Strategies: Disclosure: About inputs;Risk factors: Transparency;Risk factors: Privacy;Risk factors: Privacy;Risk factors: Transparency;Risk factors: Privacy;Risk factors: Safety;Risk factors: Security;Risk factors: Transparency;Risk factors: Privacy;Risk factors: Safety;Risk factors: Bias;Risk factors: Safety;Risk factors: Privacy;Risk factors: Security;Risk factors: Privacy;Strategies: Performance requirements;Risk factors: Privacy;Risk factors: Security;Strategies: Performance requirements;Risk factors: Privacy;Incentives: Criminal liability;Strategies: Evaluation",false,2024-05-29,https://www.congress.gov/bill/118th-congress/house-bill/2801/text,false,,,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
497,FinCEN Modernization Act of 2023,FinCEN Modernization Act of 2023,https://www.congress.gov/bill/118th-congress/house-bill/370,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-01-17,true,false,true,false,"Cites the Act as the ""FinCEN Modernization Act of 2023."" Requires FinCEN to establish research and information-sharing programs on technological advances. Mandates exploration of beneficial innovations. Obligates adoption of necessary technologies. Enables information exchange. Authorizes non-standard transactions. Compels annual reporting to Congress.","Cites the Act as the ""FinCEN Modernization Act of 2023.""

Requires FinCEN to establish research, development, and information-sharing programs focusing on technological advances like machine learning and data analytics.

Mandates FinCEN to explore and evaluate technological innovations beneficial for financial systems and detect illicit activities.

Obligates FinCEN to adopt necessary technologies for monitoring cryptocurrencies and addressing money laundering and cyber threats.

Enables FinCEN to exchange information with other Treasury offices and federal departments.

Authorizes FinCEN to enter into non-standard transactions and accept contributions, gifts, or donations to support technological advancements.

Compels FinCEN to submit an annual report detailing transactions, contributions, and their justifications and purposes to relevant Congressional committees.",Strategies: Government support: For R&D,false,2024-05-23,https://www.congress.gov/bill/118th-congress/house-bill/370/text,false,,,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
414,Eliminating Bias in Algorithmic Systems Act of 2023,Eliminating Bias in Algorithmic Systems Act of 2023,https://www.congress.gov/bill/118th-congress/senate-bill/3478,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-12-12,true,false,true,false,"Requires agencies that use, fund, or oversee algorithms to establish civil rights offices with bias experts. Mandates biennial reports to Congress on algorithmic bias, risks and actions taken to mitigate them. ","Requires agencies which use or oversee a covered algorithm to have an office of civil rights employing experts and technologists on bias, discrimination, and algorithmic harms.

Mandates these offices to submit biennial reports to Congress detailing risks from use of algorithms using artificial intelligence techniques within the agency's jurisdiction, mitigation steps, actions taken to engage stakeholders, and recommendations for further mitigation of algorithmic bias and discrimination.

Establishes an interagency working group on covered algorithms and civil rights, led by the Department of Justice's Civil Rights Division.","Applications: Government: other applications/unspecified;Applications: Government: other applications/unspecified;Risk factors: Bias;Harms: Violation of civil or human rights, including privacy;Strategies: New institution;Risk factors: Bias;Harms: Violation of civil or human rights, including privacy;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Disclosure;Strategies: Convening;Strategies: New institution",false,2024-05-20,https://www.congress.gov/bill/118th-congress/senate-bill/3478/text,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
448,AI Disclosure Act of 2023,AI Disclosure Act of 2023,https://www.congress.gov/bill/118th-congress/house-bill/3831,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-06-05,true,false,false,true,Requires generative AI to include a disclaimer on outputs and subjects violators to penalties and grants privileges.,"Requires generative artificial intelligence to include a disclaimer on any output. Mandates the Federal Trade Commission (FTC) to enforce this disclosure requirement.

Classifies violations of the disclosure requirement as unfair or deceptive acts or practices under the Federal Trade Commission Act.Empowers the FTC to enforce the disclosure requirement using the same means, jurisdiction, powers, and duties as provided in the Federal Trade Commission Act. Subjects violators to penalties and grants them privileges and immunities in accordance with the Federal Trade Commission Act.",Strategies: Disclosure;Strategies: Disclosure: In deployment;Strategies: Disclosure;Strategies: Disclosure: In deployment;Incentives: Fines;Incentives: Civil liability,false,2024-05-21,https://www.congress.gov/bill/118th-congress/house-bill/3831/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
397,Federal Artificial Intelligence Risk Management Act of 2023,Federal Artificial Intelligence Risk Management Act of 2023,https://www.congress.gov/bill/118th-congress/senate-bill/3205,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-11-02,true,false,true,false,Requires the Director of the National Institute of Standards and Technology (NIST) and the Director of the Office of Management and Budget to issue guidance on how federal agencies can use NIST’s AI Risk Management Framework to reduce risks.,"Requires the Director of the National Institute of Standards and Technology (NIST) and Director of the Office of Management and Budget (OMB) to issue guidance on how federal agencies can use NIST’s AI Risk Management Framework (RMF) to reduce risks, covering cybersecurity for AI systems, requirements for AI suppliers, and training for agencies.

Requires the Comptroller General of the United States to assess the impact of NIST's AI RMF on agencies' AI use within a year, and requires the Director of OMB to report to Congress on agency implementation and adherence to NIST’s AI RMF within a year, and subsequently, at least once every three years.

Excludes national security systems from the requirements above to adhere to NIST’s AI RMF.

Requires the Federal Acquisition Regulatory Council to issue guidance on agency AI procurement within a year, to ensure compliance with NIST’s AI RMF.

Requires the Director of OMB to establish an initiative to build agencies’ AI expertise, focusing on hiring interdisciplinary experts and incorporating best practices from existing initiatives.

Requires the Director of NIST to conduct a study on and convene stakeholders to develop voluntary consensus standards to test and evaluate AI acquisitions, develop methods and conduct evaluations, monitor evaluations and adjust methods, and make recommendations to each agency on risks from relevant AI acquisitions. ",Risk factors: Safety;Risk factors: Security;Risk factors: Security: Cybersecurity;Strategies: Governance development;Risk factors: Transparency;Strategies: Evaluation;Strategies: Evaluation: External auditing;Strategies: Disclosure;Strategies: Disclosure: About inputs;Strategies: Government study or report;Strategies: Governance development;Strategies: Governance development;Strategies: Government support;Strategies: Government support: AI workforce-related;Strategies: Convening;Strategies: Governance development;Risk factors: Safety;Strategies: Evaluation;Strategies: Government study or report;Strategies: Convening;Strategies: Governance development,false,2024-05-16,https://www.congress.gov/bill/118th-congress/senate-bill/3205/text,false,,,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
597,CONSULT Act of 2023,CONSULT Act,https://www.congress.gov/bill/118th-congress/senate-bill/2034,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-06-15,true,false,true,false,"Prohibits the Department of Defense from awarding contracts to any individual or entity, including those producing AI-powered products and services, that has entered into working agreements with any organization from a blacklist of national security threats.","Requires the Department of Defense to refrain from awarding contracts to any individual or entity, including those producing AI-powered products and services, that has worked with any organization from a blacklist of national security threats.

Authorizes the DOD to punish any contractor of the Department who has a proven conflict of interest with the DOD and fails to disclose that conflict of interest.",Risk factors: Security;Risk factors: Security: Dissemination;Strategies: Governance development;Incentives: Access to business opportunities;Applications: Government: military and public safety;Risk factors: Security;Risk factors: Security: Dissemination;Strategies: Disclosure;Strategies: Governance development;Incentives: Access to business opportunities;Applications: Government: military and public safety;Risk factors: Security;Risk factors: Security: Dissemination;Strategies: Disclosure;Strategies: Governance development;Incentives: Access to business opportunities;Applications: Government: military and public safety;Applications: Government: military and public safety;Strategies: Governance development;Applications: Government: military and public safety,false,2024-05-27,https://www.congress.gov/bill/118th-congress/senate-bill/2034/text,false,,,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
441,Political BIAS Emails Act of 2023,Political BIAS Emails Act of 2023,https://www.congress.gov/bill/118th-congress/house-bill/5495,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-09-14,true,false,false,true,Prohibits email providers from flagging elected political emails as spam without user direction. Requires quarterly transparency reports on flagged political emails. Mandates data disclosure to campaigns upon request. Obliges providers to offer email deliverability best practices. Enforces via FTC. Defines key terms.,"Prohibits email service providers from using filtering algorithms to flag emails from political campaigns that consumers have elected to receive as spam without user direction.

Requires providers to publish quarterly transparency reports detailing instances of political emails flagged as spam, including breakdowns by political party and filtering algorithm usage.

Mandates email providers to disclose specific spam-filtering data to political campaigns upon request, with limitations on request frequency.

Obliges providers to offer best practices to political campaigns for improving email deliverability to primary inboxes.

Enforces these provisions through the Federal Trade Commission, treating violations as unfair or deceptive acts under the Federal Trade Commission Act.

Defines key terms including “filtering algorithm,” “operator,” and “political campaign.”",Risk factors: Transparency;Strategies: Disclosure;Strategies: Disclosure: About incidents;Strategies: Disclosure: About evaluation;Strategies: Disclosure: In standard form;Strategies: Disclosure: In deployment;Strategies: Disclosure;Strategies: Disclosure: In standard form;Strategies: Disclosure: About incidents;Strategies: Disclosure: In deployment;Incentives: Civil liability,false,2024-05-21,https://www.congress.gov/bill/118th-congress/house-bill/5495/text,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
557,Promoting Resilient Supply Chains Act of 2023,Promoting Resilient Supply Chains Act,https://www.congress.gov/bill/118th-congress/house-bill/6571,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-12-04,false,false,false,false,Requires the Assistant Secretary of Commerce to promote U.S. leadership in AI and strengthen supply chains. Mandates a resiliency program. Requires coordination with agencies. Promotes domestic manufacturing. Supports best practices. Mandates regular reporting on AI supply chains.,"Requires the Assistant Secretary of Commerce to promote U.S. leadership in emerging technologies, including artificial intelligence (AI), and strengthen critical supply chains and national security.

Mandates the establishment of a critical supply chain resiliency and crisis response program within the Department of Commerce, which includes mapping and monitoring AI supply chains.

Requires coordination with other agencies, industry, and international partners to identify vulnerabilities and prepare for supply chain shocks affecting AI technologies.

Promotes the growth of domestic manufacturing capacities for AI and other emerging technologies and encourages the relocation of manufacturing facilities to the U.S. or allied countries.

Supports the development and dissemination of best practices for supply chain resilience, including the use of blockchain and other technologies to authenticate and trace critical goods.

Mandates regular reporting on the state of AI and other emerging technology supply chains, including assessments of vulnerabilities and recommendations for enhancing resilience.",,true,2024-05-27,https://www.congress.gov/bill/118th-congress/house-bill/6571/text,false,,,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
560,DATA Privacy Act,DATA Privacy Act,https://www.congress.gov/bill/118th-congress/senate-bill/3337,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-11-15,true,false,true,false,Establishes national data privacy standards for covered entities. Requires clear privacy notices. Mandates FTC regulations within one year. Imposes data minimization requirements. Empowers individuals with data rights. Mandates privacy officers for large entities. Grants FTC and state enforcement authority. Allocates FTC resources.,"Establishes national data privacy standards for covered entities handling personal data.

Requires covered entities to post clear, accessible privacy notices detailing data collection, processing, storage, and disclosure practices.

Mandates the FTC to create regulations within one year for reasonable, equitable, and non-deceptive data practices, including opt-out and affirmative consent mechanisms.

Imposes data minimization requirements, limiting data collection to what is necessary for specified purposes and ensuring timely deletion.

Empowers individuals with rights to access, correct, delete, and transfer their data.

Mandates large entities to appoint privacy protection officers to oversee compliance and advocate for privacy policies.

Directs the National Science Foundation to support research on privacy-enhancing technologies.

Grants enforcement authority to the FTC and state attorneys general, with civil penalties for violations.

Allocates resources to the FTC for enforcement and compliance activities.","Risk factors: Privacy;Harms: Discrimination;Harms: Harm to health/safety;Risk factors: Safety;Harms: Financial loss;Harms: Violation of civil or human rights, including privacy;Strategies: Input controls;Strategies: Input controls: Data circulation;Strategies: Input controls: Data use;Applications: Medicine, life sciences and public health;Applications: Arts, sports, leisure, travel, and lifestyle;Strategies: Disclosure;Strategies: Disclosure: About inputs;Strategies: Performance requirements;Risk factors: Privacy;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Harms: Discrimination;Harms: Violation of civil or human rights, including privacy;Risk factors: Security;Risk factors: Security: Dissemination;Risk factors: Privacy;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Risk factors: Privacy;Strategies: Government study or report;Incentives: Civil liability;Incentives: Fines;Strategies: Government support",false,2024-05-27,https://www.congress.gov/bill/118th-congress/senate-bill/3337/text,false,,,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
601,Outbound Investment Transparency Act of 2023,Outbound Investment Transparency Act,https://www.congress.gov/bill/118th-congress/senate-bill/2678,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-07-27,false,false,false,false,Amends the Defense Production Act to establish an investment screening mechanism targeting AI and other sensitive sectors. Requires U.S. persons to notify the Treasury of certain investments in countries of concern. Mandates annual reporting and promotes international coordination.,"Requires mandatory notification by U.S. persons engaging in specific foreign investments related to advanced sectors, including artificial intelligence, to the Secretary of the Treasury.

Defines covered activities involving equity interests, debt obligations with governance rights, and joint ventures in countries of concern, with specific focus on AI and other advanced technologies.

Establishes penalties for non-compliance, including failure to notify or providing false information.

Mandates the creation of regulations to ensure clarity and minimize compliance burdens, with a focus on transparency and stakeholder involvement.

Directs the Secretary of State to engage with allied countries to coordinate investment screening mechanisms and share information on covered activities.

Requires annual reporting to Congress on trends, national security risks, and recommendations related to these foreign investments in AI and other sectors.",,true,2024-05-27,https://www.congress.gov/bill/118th-congress/senate-bill/2678/text,false,,,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
462,TEST AI Act of 2023,TEST AI Act of 2023,https://www.congress.gov/bill/118th-congress/senate-bill/3162,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-10-30,true,true,true,false,"Requires the NIST Director to establish testbeds to support the development of trustworthy AI systems, examine vulnerabilities in existing systems, and build guardrails for harm prevention.","Requires the Director of the National Institute on Standards and Technology (NIST) to work with other heads of federal agencies and private/public sector stakeholders to build testbeds for supporting the development of trustworthy AI systems and AI guardrails.

Mandates the Secretary of Commerce and Secretary of Energy to enter into a memorandum of understanding that allows relevant agencies across the federal government access to AI-related personnel, facilities, and research at the Department of Energy.",Risk factors: Reliability;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Pilots and testbeds;Strategies: Convening;Applications: Government: other applications/unspecified;Risk factors: Security;Risk factors: Security: Cybersecurity;Harms: Harm to health/safety;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Pilots and testbeds;Strategies: Convening;Applications: Government: military and public safety;Applications: Government: other applications/unspecified;Strategies: Government support: AI workforce-related,false,2024-05-22,https://www.congress.gov/bill/118th-congress/senate-bill/3162/text,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
432,AI Leadership Training Act,AI Leadership Training Act,https://www.congress.gov/bill/118th-congress/senate-bill/1564,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-05-11,false,false,false,false,"Establishes an AI leadership training program for executive agencies. Requires annual training on AI capabilities, risks, and ethics. Mandates topics cover AI basics, risks, and constitutional issues. Obligates updates biennially. Demands participation metrics. Permits Congressional oversight. Sets a 10-year sunset clause.","Establishes an AI leadership training program for management officials, supervisors, and other designated employees in executive agencies, to be developed and implemented within 18 months.

Requires annual training to cover AI capabilities, risks, safety, ethics, Federal Government requirements, and best practices related to AI procurement, use, testing, evaluation, and auditing.

Mandates program topics include AI basics, benefits, risks, data significance, AI system failures, continuous refinement, risk mitigation, organizational considerations, and constitutional risks related to AI use.

Obligates updates to the program every two years to incorporate new AI information and ensure compliance with training requirements.

Demands metrics to measure participation and feedback for program improvements.

Permits Congress to request detailed information about the program materials and responsible personnel.

Encourages interaction with experts from various sectors as part of the training.

Sets a sunset clause for the program 10 years after enactment.",,true,2024-05-21,https://www.congress.gov/bill/118th-congress/senate-bill/1564/text,false,,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443,Water Quality and Environmental Innovation Act,Water Quality and Environmental Innovation Act,https://www.congress.gov/bill/118th-congress/house-bill/873,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-02-08,true,false,true,false,"Authorizes the EPA Administrator to award grants and contracts for emerging technologies addressing water quality. Mandates the use of AI, quantum information science, and robotics for water quality projects.

","Authorizes the Environmental Protection Agency's (EPA) Administrator to award grants and contracts for projects using emerging technologies to address water quality threats.

Establishes the Water Quality and Environmental Innovation Fund, funding it through fiscal years 2024-2028 using fees from the EPA's Motor Vehicle and Engine Compliance Program.

Mandates the use of technologies, including artificial intelligence, quantum information science, and robotics, among others, for water quality projects.

Requires that project results, including data and statistics, be publicly accessible.

Directs the EPA Administrator to report annually to Congress on the benefits, recipients, goals, and effectiveness of funded projects, starting one year after the Act's enactment.",Harms: Ecological harm;Strategies: Government support;Harms: Ecological harm;Strategies: Government support: For R&D;Strategies: Disclosure;Strategies: Government study or report;Harms: Ecological harm;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Post-market monitoring,false,2024-05-21,https://www.congress.gov/bill/118th-congress/house-bill/873/text,false,,,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
402,Creating Resources for Every American To Experiment with Artificial Intelligence Act of 2023,CREATE AI Act of 2023,https://www.congress.gov/bill/118th-congress/house-bill/5077,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-07-28,false,false,false,false,,,,false,2024-05-20,https://www.congress.gov/bill/118th-congress/house-bill/5077/text#H4A9FC8390DA3413D9CE17B855C2C9933,false,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
